,general,specific,class,api_name,corpus,expert
13344,common,type,TypeManager,com.facebook.presto.common.type.TypeManager,common type TypeManager,"Software Development and IT Operations,0.61"
13345,common,type,VarcharEnumType,com.facebook.presto.common.type.VarcharEnumType,common type VarcharEnumType,"Data Structure,0.54"
13346,common,type,TypeSignature,com.facebook.presto.common.type.TypeSignature,common type TypeSignature,"Natural Language Processing,0.55"
13347,common,type,TypeSignature,com.facebook.presto.common.type.TypeSignature.parseTypeSignature,common type TypeSignature,"Natural Language Processing,0.55"
13348,common,io,CharSink,com.google.common.io.CharSink,common io CharSink,"Input and Output,0.46"
13349,common,type,DateTimeEncoding,com.facebook.presto.common.type.DateTimeEncoding.packDateTimeWithZone,common type DateTimeEncoding,"Natural Language Processing,0.64"
13350,common,io,Files,com.google.common.io.Files.asCharSink,common io Files,"Data Structure,0.53"
13351,common,io,Files,com.google.common.io.Files.asCharSource,common io Files,"Data Structure,0.53"
13352,common,io,Files,com.google.common.io.Files.createTempDir,common io Files,"Data Structure,0.53"
13353,common,predicate,Utils,com.facebook.presto.common.predicate.Utils,common predicate Utils,"Parser,0.52"
13354,common,collect,ImmutableSortedSet,com.google.common.collect.ImmutableSortedSet,common collect ImmutableSortedSet,"Data Structure,0.59"
13355,common,predicate,Domain,com.facebook.presto.common.predicate.Domain,common predicate Domain,"Data Structure,0.57"
13356,common,predicate,Range,com.facebook.presto.common.predicate.Range,common predicate Range,"Natural Language Processing,0.57"
13357,common,base,Predicates,com.google.common.base.Predicates.in,common base Predicates,"Natural Language Processing,0.57"
13358,common,base,Predicates,com.google.common.base.Predicates.not,common base Predicates,"Natural Language Processing,0.57"
13359,common,collect,Multimaps,com.google.common.collect.Multimaps.toMultimap,common collect Multimaps,"Geographic Information System ,0.68"
13360,common,collect,ImmutableSetMultimap,com.google.common.collect.ImmutableSetMultimap,common collect ImmutableSetMultimap,"Geographic Information System ,0.65"
13361,common,block,ArrayBlockBuilder,com.facebook.presto.common.block.ArrayBlockBuilder,common block ArrayBlockBuilder,"Data Structure,0.62"
13362,common,predicate,NullableValue,com.facebook.presto.common.predicate.NullableValue,common predicate NullableValue,"Data Structure,0.59"
13363,common,type,BooleanType,com.facebook.presto.common.type.BooleanType,common type BooleanType,"Data Structure,0.55"
13364,common,type,DoubleType,com.facebook.presto.common.type.DoubleType,common type DoubleType,"Big Data,0.54"
13365,common,type,RealType,com.facebook.presto.common.type.RealType,common type RealType,"Natural Language Processing,0.58"
13366,common,type,SmallintType,com.facebook.presto.common.type.SmallintType,common type SmallintType,"Big Data,0.61"
13367,common,type,TimestampType,com.facebook.presto.common.type.TimestampType,common type TimestampType,"Data Structure,0.58"
13368,common,type,TinyintType,com.facebook.presto.common.type.TinyintType,common type TinyintType,"Big Data,0.61"
13369,common,type,VarbinaryType,com.facebook.presto.common.type.VarbinaryType,common type VarbinaryType,"Data Structure,0.59"
13370,common,net,InetAddresses,com.google.common.net.InetAddresses,common net InetAddresses,"Software Development and IT Operations,0.63"
13371,common,type,VarcharType,com.facebook.presto.common.type.VarcharType.createUnboundedVarcharType,common type VarcharType,"Data Structure,0.52"
13372,common,type,Varchars,com.facebook.presto.common.type.Varchars.isVarcharType,common type Varchars,"Data Structure,0.48"
13373,common,net,InetAddresses,com.google.common.net.InetAddresses.toAddrString,common net InetAddresses,"Software Development and IT Operations,0.63"
13374,common,base,Supplier,com.google.common.base.Supplier,common base Supplier,"Software Development and IT Operations,0.64"
13375,common,collect,Ordering,com.google.common.collect.Ordering,common collect Ordering,"Geographic Information System ,0.6"
13376,common,relation,Predicate,com.facebook.presto.common.relation.Predicate,common relation Predicate,"Natural Language Processing,0.56"
13377,common,base,Suppliers,com.google.common.base.Suppliers.memoize,common base Suppliers,"Software Development and IT Operations,0.62"
13378,common,base,Throwables,com.google.common.base.Throwables,common base Throwables,"Software Development and IT Operations,0.64"
13379,common,collect,Iterables,com.google.common.collect.Iterables.filter,common collect Iterables,"Software Development and IT Operations,0.64"
13380,common,type,ARRAY,com.facebook.presto.common.type.StandardTypes.ARRAY,common type ARRAY,"Data Structure,0.63"
13381,common,type,MAP,com.facebook.presto.common.type.StandardTypes.MAP,common type MAP,"Geographic Information System ,0.68"
13382,common,base,Throwables,com.google.common.base.Throwables.throwIfUnchecked,common base Throwables,"Software Development and IT Operations,0.64"
13383,common,block,MapBlock,com.facebook.presto.common.block.MapBlock,common block MapBlock,"Data Structure,0.59"
13384,common,block,MapBlockBuilder,com.facebook.presto.common.block.MapBlockBuilder,common block MapBlockBuilder,"Data Structure,0.59"
13385,common,block,SingleMapBlock,com.facebook.presto.common.block.SingleMapBlock,common block SingleMapBlock,"Data Structure,0.62"
13386,common,type,Chars,com.facebook.presto.common.type.Chars.compareChars,common type Chars,"Natural Language Processing,0.52"
13387,common,type,SMALLINT,com.facebook.presto.common.type.SmallintType.SMALLINT,common type SMALLINT,"Software Development and IT Operations,0.64"
13388,common,type,VARBINARY,com.facebook.presto.common.type.VarbinaryType.VARBINARY,common type VARBINARY,"Data Structure,0.59"
13389,common,primitives,Shorts,com.google.common.primitives.Shorts.checkedCast,common primitives Shorts,"Natural Language Processing,0.49"
13390,common,predicate,EXACTLY,com.facebook.presto.common.predicate.Marker.Bound.EXACTLY,common predicate EXACTLY,"Logic,0.55"
13391,common,base,ToStringHelper,com.google.common.base.MoreObjects.ToStringHelper,common base ToStringHelper,"Software Development and IT Operations,0.62"
13392,common,type,DateTimeEncoding,com.facebook.presto.common.type.DateTimeEncoding.updateMillisUtc,common type DateTimeEncoding,"Natural Language Processing,0.64"
13393,common,type,DATE,com.facebook.presto.common.type.StandardTypes.DATE,common type DATE,"Geographic Information System ,0.58"
13394,common,type,REAL,com.facebook.presto.common.type.StandardTypes.REAL,common type REAL,"Natural Language Processing,0.6"
13395,common,type,SMALLINT,com.facebook.presto.common.type.StandardTypes.SMALLINT,common type SMALLINT,"Software Development and IT Operations,0.64"
13396,common,type,TINYINT,com.facebook.presto.common.type.StandardTypes.TINYINT,common type TINYINT,"Big Data,0.62"
13397,common,block,BlockSerdeUtil,com.facebook.presto.common.block.BlockSerdeUtil.readBlock,common block BlockSerdeUtil,"Utility,0.38"
13398,common,io,Resources,com.google.common.io.Resources,common io Resources,"Software Development and IT Operations,0.57"
13399,common,io,Files,com.google.common.io.Files.write,common io Files,"Data Structure,0.53"
13400,common,io,Resources,com.google.common.io.Resources.getResource,common io Resources,"Software Development and IT Operations,0.57"
13401,common,block,BlockSerdeUtil,com.facebook.presto.common.block.BlockSerdeUtil.writeBlock,common block BlockSerdeUtil,"Utility,0.38"
13402,common,util,Futures,com.google.common.util.concurrent.Futures.immediateFailedFuture,common util Futures,"Software Development and IT Operations,0.43"
13403,common,primitives,Ints,com.google.common.primitives.Ints.toByteArray,common primitives Ints,"Natural Language Processing,0.59"
13404,common,util,Futures,com.google.common.util.concurrent.Futures.nonCancellationPropagating,common util Futures,"Software Development and IT Operations,0.43"
13405,common,type,UTC_KEY,com.facebook.presto.common.type.TimeZoneKey.UTC_KEY,common type UTC_KEY,"Geographic Information System ,0.57"
13406,common,block,MethodHandleUtil,com.facebook.presto.common.block.MethodHandleUtil,common block MethodHandleUtil,"Error Handling,0.65"
13407,common,common,Subfield,com.facebook.presto.common.Subfield,common common Subfield,"Natural Language Processing,0.55"
13408,common,collect,MoreCollectors,com.google.common.collect.MoreCollectors,common collect MoreCollectors,"Geographic Information System ,0.55"
13409,common,type,Chars,com.facebook.presto.common.type.Chars.padSpaces,common type Chars,"Natural Language Processing,0.52"
13410,common,util,MoreExecutors,com.google.common.util.concurrent.MoreExecutors,common util MoreExecutors,"Software Development and IT Operations,0.46"
13411,common,predicate,Range,com.facebook.presto.common.predicate.Range.range,common predicate Range,"Natural Language Processing,0.57"
13412,common,block,BlockEncoding,com.facebook.presto.common.block.BlockEncoding,common block BlockEncoding,"Data Structure,0.61"
13413,common,type,ParametricType,com.facebook.presto.common.type.ParametricType,common type ParametricType,"Data Structure,0.6"
13414,common,type,BIGINT_ENUM,com.facebook.presto.common.type.StandardTypes.BIGINT_ENUM,common type BIGINT_ENUM,"Big Data,0.64"
13415,common,type,VARCHAR_ENUM,com.facebook.presto.common.type.StandardTypes.VARCHAR_ENUM,common type VARCHAR_ENUM,"Input and Output,0.44"
13416,common,type,TIMESTAMP_WITH_TIME_ZONE,com.facebook.presto.common.type.TimestampWithTimeZoneType.TIMESTAMP_WITH_TIME_ZONE,common type TIMESTAMP_WITH_TIME_ZONE,"Big Data,0.64"
13417,common,block,SingleRowBlock,com.facebook.presto.common.block.SingleRowBlock,common block SingleRowBlock,"Data Structure,0.57"
13418,common,block,DictionaryBlock,com.facebook.presto.common.block.DictionaryBlock,common block DictionaryBlock,"Natural Language Processing,0.57"
13419,common,block,DictionaryId,com.facebook.presto.common.block.DictionaryId,common block DictionaryId,"Natural Language Processing,0.58"
13420,common,block,DictionaryId,com.facebook.presto.common.block.DictionaryId.randomDictionaryId,common block DictionaryId,"Natural Language Processing,0.58"
13421,common,block,HashTables,com.facebook.presto.common.block.AbstractMapBlock.HashTables,common block HashTables,"Data Structure,0.61"
13422,common,block,DEFAULT_MAX_PAGE_SIZE_IN_BYTES,com.facebook.presto.common.block.PageBuilderStatus.DEFAULT_MAX_PAGE_SIZE_IN_BYTES,common block DEFAULT_MAX_PAGE_SIZE_IN_BYTES,"Big Data,0.63"
13423,common,Subfield,NestedField,com.facebook.presto.common.Subfield.NestedField,common Subfield NestedField,"Data Structure,0.63"
13424,common,Subfield,PathElement,com.facebook.presto.common.Subfield.PathElement,common Subfield PathElement,"Data Structure,0.63"
13425,common,collect,Streams,com.google.common.collect.Streams,common collect Streams,"Geographic Information System ,0.58"
13426,common,block,ArrayAllocator,com.facebook.presto.common.block.ArrayAllocator,common block ArrayAllocator,"Data Structure,0.62"
13427,common,io,DataOutput,com.facebook.presto.common.io.DataOutput,common io DataOutput,"Input and Output,0.79"
13428,common,io,DataSink,com.facebook.presto.common.io.DataSink,common io DataSink,"Data Structure,0.69"
13429,common,util,ListenableFuture,com.google.common.util.concurrent.ListenableFuture,common util ListenableFuture,"Software Development and IT Operations,0.59"
13430,common,util,ListeningExecutorService,com.google.common.util.concurrent.ListeningExecutorService,common util ListeningExecutorService,"Software Development and IT Operations,0.56"
13431,common,io,DataOutput,com.facebook.presto.common.io.DataOutput.createDataOutput,common io DataOutput,"Input and Output,0.79"
13432,common,util,Futures,com.google.common.util.concurrent.Futures.whenAllSucceed,common util Futures,"Software Development and IT Operations,0.43"
13433,common,util,MoreExecutors,com.google.common.util.concurrent.MoreExecutors.directExecutor,common util MoreExecutors,"Software Development and IT Operations,0.46"
13434,common,util,MoreExecutors,com.google.common.util.concurrent.MoreExecutors.listeningDecorator,common util MoreExecutors,"Software Development and IT Operations,0.46"
13435,common,common,InvalidFunctionArgumentException,com.facebook.presto.common.InvalidFunctionArgumentException,common common InvalidFunctionArgumentException,"Error Handling,0.65"
13436,common,type,TimeZoneNotSupportedException,com.facebook.presto.common.type.TimeZoneNotSupportedException,common type TimeZoneNotSupportedException,"Software Development and IT Operations,0.61"
13437,common,base,Defaults,com.google.common.base.Defaults,common base Defaults,"Data Structure,0.59"
13438,common,type,Chars,com.facebook.presto.common.type.Chars.isCharType,common type Chars,"Natural Language Processing,0.52"
13439,common,type,Chars,com.facebook.presto.common.type.Chars.truncateToLengthAndTrimSpaces,common type Chars,"Natural Language Processing,0.52"
13440,common,type,Varchars,com.facebook.presto.common.type.Varchars.truncateToLength,common type Varchars,"Data Structure,0.48"
13441,common,block,ShortArrayBlock,com.facebook.presto.common.block.ShortArrayBlock,common block ShortArrayBlock,"Data Structure,0.61"
13442,common,collect,ImmutableMap,com.google.common.collect.ImmutableMap.toImmutableMap,common collect ImmutableMap,"Geographic Information System ,0.64"
13443,common,collect,ImmutableSet,com.google.common.collect.ImmutableSet.toImmutableSet,common collect ImmutableSet,"Data Structure,0.57"
13444,common,collect,Maps,com.google.common.collect.Maps.uniqueIndex,common collect Maps,"Geographic Information System ,0.68"
13445,common,block,MethodHandleUtil,com.facebook.presto.common.block.MethodHandleUtil.methodHandle,common block MethodHandleUtil,"Error Handling,0.65"
13446,common,type,BOOLEAN,com.facebook.presto.common.type.StandardTypes.BOOLEAN,common type BOOLEAN,"Natural Language Processing,0.57"
13447,common,type,VARCHAR,com.facebook.presto.common.type.StandardTypes.VARCHAR,common type VARCHAR,"Data Structure,0.49"
13448,common,type,CharType,com.facebook.presto.common.type.CharType,common type CharType,"Data Structure,0.54"
13449,common,type,NamedTypeSignature,com.facebook.presto.common.type.NamedTypeSignature,common type NamedTypeSignature,"Data Structure,0.53"
13450,common,type,TypeSignatureParameter,com.facebook.presto.common.type.TypeSignatureParameter,common type TypeSignatureParameter,"Data Structure,0.63"
13451,common,type,HYPER_LOG_LOG,com.facebook.presto.common.type.HyperLogLogType.HYPER_LOG_LOG,common type HYPER_LOG_LOG,"Data Structure,0.59"
13452,common,base,Suppliers,com.google.common.base.Suppliers,common base Suppliers,"Software Development and IT Operations,0.62"
13453,common,collect,Iterators,com.google.common.collect.Iterators,common collect Iterators,"Data Structure,0.45"
13454,common,collect,Maps,com.google.common.collect.Maps.fromProperties,common collect Maps,"Geographic Information System ,0.68"
13455,common,collect,Streams,com.google.common.collect.Streams.stream,common collect Streams,"Geographic Information System ,0.58"
13456,common,util,Futures,com.google.common.util.concurrent.Futures.immediateFuture,common util Futures,"Software Development and IT Operations,0.43"
13457,common,collect,Iterators,com.google.common.collect.Iterators.getOnlyElement,common collect Iterators,"Data Structure,0.45"
13458,common,block,LongArrayBlockBuilder,com.facebook.presto.common.block.LongArrayBlockBuilder,common block LongArrayBlockBuilder,"Data Structure,0.63"
13459,common,type,Decimals,com.facebook.presto.common.type.Decimals.readBigDecimal,common type Decimals,"Natural Language Processing,0.51"
13460,common,collect,MoreCollectors,com.google.common.collect.MoreCollectors.onlyElement,common collect MoreCollectors,"Geographic Information System ,0.55"
13461,common,collect,Sets,com.google.common.collect.Sets.difference,common collect Sets,"Big Data,0.59"
13462,common,hash,Hashing,com.google.common.hash.Hashing.sha256,common hash Hashing,"Data Structure,0.48"
13463,common,type,UnscaledDecimal128Arithmetic,com.facebook.presto.common.type.UnscaledDecimal128Arithmetic.compare,common type UnscaledDecimal128Arithmetic,"Input and Output,0.58"
13464,common,collect,ArrayListMultimap,com.google.common.collect.ArrayListMultimap,common collect ArrayListMultimap,"Geographic Information System ,0.7"
13465,common,predicate,ColumnDomain,com.facebook.presto.common.predicate.TupleDomain.ColumnDomain,common predicate ColumnDomain,"Data Structure,0.62"
13466,common,base,StandardSystemProperty,com.google.common.base.StandardSystemProperty,common base StandardSystemProperty,"Geographic Information System ,0.73"
13467,common,reflect,Reflection,com.google.common.reflect.Reflection.newProxy,common reflect Reflection,"Natural Language Processing,0.57"
13468,common,collect,ImmutableListMultimap,com.google.common.collect.ImmutableListMultimap,common collect ImmutableListMultimap,"Geographic Information System ,0.68"
13469,common,net,AUTHORIZATION,com.google.common.net.HttpHeaders.AUTHORIZATION,common net AUTHORIZATION,"Software Development and IT Operations,0.62"
13470,common,predicate,ValueSet,com.facebook.presto.common.predicate.ValueSet,common predicate ValueSet,"Data Structure,0.59"
13471,common,primitives,Shorts,com.google.common.primitives.Shorts,common primitives Shorts,"Natural Language Processing,0.49"
13472,common,primitives,SignedBytes,com.google.common.primitives.SignedBytes,common primitives SignedBytes,"Natural Language Processing,0.49"
13473,common,type,TypeUtils,com.facebook.presto.common.type.TypeUtils.hashPosition,common type TypeUtils,"Data Structure,0.51"
13474,common,block,BlockEncodingSerde,com.facebook.presto.common.block.BlockEncodingSerde,common block BlockEncodingSerde,"Data Structure,0.43"
13475,common,function,GREATER_THAN,com.facebook.presto.common.function.OperatorType.GREATER_THAN,common function GREATER_THAN,"Software Development and IT Operations,0.67"
13476,common,function,GREATER_THAN_OR_EQUAL,com.facebook.presto.common.function.OperatorType.GREATER_THAN_OR_EQUAL,common function GREATER_THAN_OR_EQUAL,"Software Development and IT Operations,0.65"
13477,common,function,LESS_THAN,com.facebook.presto.common.function.OperatorType.LESS_THAN,common function LESS_THAN,"Software Development and IT Operations,0.66"
13478,common,function,LESS_THAN_OR_EQUAL,com.facebook.presto.common.function.OperatorType.LESS_THAN_OR_EQUAL,common function LESS_THAN_OR_EQUAL,"Software Development and IT Operations,0.64"
13479,common,function,NOT_EQUAL,com.facebook.presto.common.function.OperatorType.NOT_EQUAL,common function NOT_EQUAL,"Software Development and IT Operations,0.65"
13480,common,block,VariableWidthBlockBuilder,com.facebook.presto.common.block.VariableWidthBlockBuilder,common block VariableWidthBlockBuilder,"Data Structure,0.63"
13481,common,cache,RemovalListener,com.google.common.cache.RemovalListener,common cache RemovalListener,"User Interface,0.59"
13482,common,cache,RemovalNotification,com.google.common.cache.RemovalNotification,common cache RemovalNotification,"Application,0.61"
13483,common,collect,ListMultimap,com.google.common.collect.ListMultimap,common collect ListMultimap,"Geographic Information System ,0.71"
13484,common,io,ByteStreams,com.google.common.io.ByteStreams.toByteArray,common io ByteStreams,"Input and Output,0.57"
13485,common,block,LazyBlock,com.facebook.presto.common.block.LazyBlock,common block LazyBlock,"Software Development and IT Operations,0.52"
13486,common,block,LazyBlockLoader,com.facebook.presto.common.block.LazyBlockLoader,common block LazyBlockLoader,"Software Development and IT Operations,0.53"
13487,common,block,RunLengthEncodedBlock,com.facebook.presto.common.block.RunLengthEncodedBlock,common block RunLengthEncodedBlock,"Data Structure,0.62"
13488,common,hash,HashCode,com.google.common.hash.HashCode,common hash HashCode,"Data Structure,0.53"
13489,common,hash,HashFunction,com.google.common.hash.HashFunction,common hash HashFunction,"Data Structure,0.56"
13490,common,util,FluentFuture,com.google.common.util.concurrent.FluentFuture,common util FluentFuture,"Natural Language Processing,0.59"
13491,common,hash,Hashing,com.google.common.hash.Hashing.hmacSha256,common hash Hashing,"Data Structure,0.48"
13492,common,net,USER_AGENT,com.google.common.net.HttpHeaders.USER_AGENT,common net USER_AGENT,"Software Development and IT Operations,0.67"
13493,common,net,X_FORWARDED_FOR,com.google.common.net.HttpHeaders.X_FORWARDED_FOR,common net X_FORWARDED_FOR,"Software Development and IT Operations,0.58"
13494,common,net,CONTENT_LENGTH,com.google.common.net.HttpHeaders.CONTENT_LENGTH,common net CONTENT_LENGTH,"Data Structure,0.61"
13495,common,util,Futures,com.google.common.util.concurrent.Futures.addCallback,common util Futures,"Software Development and IT Operations,0.43"
13496,common,util,Futures,com.google.common.util.concurrent.Futures.catching,common util Futures,"Software Development and IT Operations,0.43"
13497,common,block,IntArrayBlockBuilder,com.facebook.presto.common.block.IntArrayBlockBuilder,common block IntArrayBlockBuilder,"Software Development and IT Operations,0.64"
13498,common,util,Futures,com.google.common.util.concurrent.Futures,common util Futures,"Software Development and IT Operations,0.43"
13499,common,util,SettableFuture,com.google.common.util.concurrent.SettableFuture,common util SettableFuture,"Software Development and IT Operations,0.59"
13500,common,reflect,TypeToken,com.google.common.reflect.TypeToken,common reflect TypeToken,"Data Structure,0.61"
13501,common,type,UnscaledDecimal128Arithmetic,com.facebook.presto.common.type.UnscaledDecimal128Arithmetic.negate,common type UnscaledDecimal128Arithmetic,"Input and Output,0.58"
13502,common,type,TypeUtils,com.facebook.presto.common.type.TypeUtils,common type TypeUtils,"Data Structure,0.51"
13503,common,type,UnscaledDecimal128Arithmetic,com.facebook.presto.common.type.UnscaledDecimal128Arithmetic.rescaleTruncate,common type UnscaledDecimal128Arithmetic,"Input and Output,0.58"
13504,common,type,UnscaledDecimal128Arithmetic,com.facebook.presto.common.type.UnscaledDecimal128Arithmetic.subtract,common type UnscaledDecimal128Arithmetic,"Input and Output,0.58"
13505,common,collect,Iterators,com.google.common.collect.Iterators.limit,common collect Iterators,"Data Structure,0.45"
13506,common,block,DESC_NULLS_FIRST,com.facebook.presto.common.block.SortOrder.DESC_NULLS_FIRST,common block DESC_NULLS_FIRST,"Data Structure,0.56"
13507,common,block,DESC_NULLS_LAST,com.facebook.presto.common.block.SortOrder.DESC_NULLS_LAST,common block DESC_NULLS_LAST,"Big Data,0.55"
13508,common,collect,PeekingIterator,com.google.common.collect.PeekingIterator,common collect PeekingIterator,"Data Structure,0.44"
13509,common,block,ASC_NULLS_LAST,com.facebook.presto.common.block.SortOrder.ASC_NULLS_LAST,common block ASC_NULLS_LAST,"Software Development and IT Operations,0.65"
13510,common,type,Decimals,com.facebook.presto.common.type.Decimals.encodeShortScaledValue,common type Decimals,"Natural Language Processing,0.51"
13511,common,base,Preconditions,com.google.common.base.Preconditions.checkPositionIndex,common base Preconditions,"Natural Language Processing,0.55"
13512,common,collect,Iterators,com.google.common.collect.Iterators.peekingIterator,common collect Iterators,"Data Structure,0.45"
13513,common,base,Preconditions,com.google.common.base.Preconditions.checkNotNull,common base Preconditions,"Natural Language Processing,0.55"
13514,common,base,MapSplitter,com.google.common.base.Splitter.MapSplitter,common base MapSplitter,"Data Structure,0.63"
13515,common,block,ArrayBlock,com.facebook.presto.common.block.ArrayBlock,common block ArrayBlock,"Data Structure,0.61"
13516,common,block,ColumnarArray,com.facebook.presto.common.block.ColumnarArray,common block ColumnarArray,"Data Structure,0.63"
13517,common,block,ColumnarMap,com.facebook.presto.common.block.ColumnarMap,common block ColumnarMap,"Data Structure,0.62"
13518,common,block,ColumnarRow,com.facebook.presto.common.block.ColumnarRow,common block ColumnarRow,"Data Structure,0.6"
13519,common,block,RowBlock,com.facebook.presto.common.block.RowBlock,common block RowBlock,"Data Structure,0.54"
13520,common,type,MapType,com.facebook.presto.common.type.MapType,common type MapType,"Geographic Information System ,0.63"
13521,common,block,ColumnarArray,com.facebook.presto.common.block.ColumnarArray.toColumnarArray,common block ColumnarArray,"Data Structure,0.63"
13522,common,block,ColumnarMap,com.facebook.presto.common.block.ColumnarMap.toColumnarMap,common block ColumnarMap,"Data Structure,0.62"
13523,common,block,ColumnarRow,com.facebook.presto.common.block.ColumnarRow.toColumnarRow,common block ColumnarRow,"Data Structure,0.6"
13524,common,util,AtomicDouble,com.google.common.util.concurrent.AtomicDouble,common util AtomicDouble,"Big Data,0.48"
13525,common,type,DateTimeEncoding,com.facebook.presto.common.type.DateTimeEncoding,common type DateTimeEncoding,"Natural Language Processing,0.64"
13526,common,type,TimestampWithTimeZoneType,com.facebook.presto.common.type.TimestampWithTimeZoneType,common type TimestampWithTimeZoneType,"Data Structure,0.58"
13527,common,collect,Sets,com.google.common.collect.Sets.newConcurrentHashSet,common collect Sets,"Big Data,0.59"
13528,common,type,Decimals,com.facebook.presto.common.type.Decimals.decodeUnscaledValue,common type Decimals,"Natural Language Processing,0.51"
13529,common,predicate,Marker,com.facebook.presto.common.predicate.Marker,common predicate Marker,"Data Structure,0.51"
13530,common,type,ArrayType,com.facebook.presto.common.type.ArrayType,common type ArrayType,"Data Structure,0.62"
13531,common,type,RowType,com.facebook.presto.common.type.RowType,common type RowType,"Data Structure,0.57"
13532,common,base,Functions,com.google.common.base.Functions,common base Functions,"Software Development and IT Operations,0.7"
13533,common,base,Ticker,com.google.common.base.Ticker,common base Ticker,"Geographic Information System ,0.56"
13534,common,base,Verify,com.google.common.base.Verify,common base Verify,"Geographic Information System ,0.67"
13535,common,base,VerifyException,com.google.common.base.VerifyException,common base VerifyException,"Software Development and IT Operations,0.66"
13536,common,collect,ImmutableBiMap,com.google.common.collect.ImmutableBiMap,common collect ImmutableBiMap,"Data Structure,0.56"
13537,common,collect,Builder,com.google.common.collect.ImmutableMap.Builder,common collect Builder,"Software Development and IT Operations,0.62"
13538,common,collect,ImmutableMultimap,com.google.common.collect.ImmutableMultimap,common collect ImmutableMultimap,"Geographic Information System ,0.66"
13539,common,collect,ImmutableSortedMap,com.google.common.collect.ImmutableSortedMap,common collect ImmutableSortedMap,"Geographic Information System ,0.63"
13540,common,net,HttpHeaders,com.google.common.net.HttpHeaders,common net HttpHeaders,"Big Data,0.51"
13541,common,predicate,TupleDomain,com.facebook.presto.common.predicate.TupleDomain.withColumnDomains,common predicate TupleDomain,"Data Structure,0.55"
13542,common,type,TypeUtils,com.facebook.presto.common.type.TypeUtils.isNumericType,common type TypeUtils,"Data Structure,0.51"
13543,common,type,FixedWidthType,com.facebook.presto.common.type.FixedWidthType,common type FixedWidthType,"Data Structure,0.6"
13544,common,net,ACCEPT,com.google.common.net.HttpHeaders.ACCEPT,common net ACCEPT,"Software Development and IT Operations,0.6"
13545,common,util,ListenableFutureTask,com.google.common.util.concurrent.ListenableFutureTask,common util ListenableFutureTask,"Software Development and IT Operations,0.67"
13546,common,type,VariableWidthType,com.facebook.presto.common.type.VariableWidthType,common type VariableWidthType,"Data Structure,0.61"
13547,common,collect,Multimaps,com.google.common.collect.Multimaps,common collect Multimaps,"Geographic Information System ,0.68"
13548,common,type,TimeZoneKey,com.facebook.presto.common.type.TimeZoneKey.getTimeZoneKey,common type TimeZoneKey,"Geographic Information System ,0.62"
13549,common,block,VariableWidthBlock,com.facebook.presto.common.block.VariableWidthBlock,common block VariableWidthBlock,"Input and Output,0.62"
13550,common,common,NotSupportedException,com.facebook.presto.common.NotSupportedException,common common NotSupportedException,"Software Development and IT Operations,0.67"
13551,common,collect,Iterators,com.google.common.collect.Iterators.transform,common collect Iterators,"Data Structure,0.45"
13552,common,base,Predicates,com.google.common.base.Predicates,common base Predicates,"Natural Language Processing,0.57"
13553,common,cache,Cache,com.google.common.cache.Cache,common cache Cache,"Data Structure,0.54"
13554,common,io,CountingOutputStream,com.google.common.io.CountingOutputStream,common io CountingOutputStream,"Input and Output,0.76"
13555,common,type,TimeZoneKey,com.facebook.presto.common.type.TimeZoneKey.getTimeZoneKeyForOffset,common type TimeZoneKey,"Geographic Information System ,0.62"
13556,common,primitives,Chars,com.google.common.primitives.Chars,common primitives Chars,"Parser,0.5"
13557,common,util,Uninterruptibles,com.google.common.util.concurrent.Uninterruptibles,common util Uninterruptibles,"Utility,0.45"
13558,common,io,ByteSource,com.google.common.io.ByteSource,common io ByteSource,"Input and Output,0.59"
13559,common,base,Function,com.google.common.base.Function,common base Function,"Data Structure,0.68"
13560,common,cache,Weigher,com.google.common.cache.Weigher,common cache Weigher,"Big Data,0.58"
13561,common,collect,Maps,com.google.common.collect.Maps.transformValues,common collect Maps,"Geographic Information System ,0.68"
13562,common,block,MethodHandleUtil,com.facebook.presto.common.block.MethodHandleUtil.nativeValueWriter,common block MethodHandleUtil,"Error Handling,0.65"
13563,common,io,CountingInputStream,com.google.common.io.CountingInputStream,common io CountingInputStream,"Input and Output,0.74"
13564,common,block,ByteArrayBlock,com.facebook.presto.common.block.ByteArrayBlock,common block ByteArrayBlock,"Data Structure,0.63"
13565,common,math,DoubleMath,com.google.common.math.DoubleMath.log2,common math DoubleMath,"Machine Learning,0.59"
13566,common,base,Predicates,com.google.common.base.Predicates.notNull,common base Predicates,"Natural Language Processing,0.57"
13567,common,collect,Builder,com.google.common.collect.ImmutableList.Builder,common collect Builder,"Software Development and IT Operations,0.62"
13568,common,collect,ImmutableList,com.google.common.collect.ImmutableList.builder,common collect ImmutableList,"Geographic Information System ,0.59"
13569,common,predicate,ABOVE,com.facebook.presto.common.predicate.Marker.Bound.ABOVE,common predicate ABOVE,"Natural Language Processing,0.55"
13570,common,predicate,BELOW,com.facebook.presto.common.predicate.Marker.Bound.BELOW,common predicate BELOW,"Data Structure,0.54"
13571,common,block,LongArrayBlock,com.facebook.presto.common.block.LongArrayBlock,common block LongArrayBlock,"Data Structure,0.62"
13572,common,type,MAX_SHORT_PRECISION,com.facebook.presto.common.type.Decimals.MAX_SHORT_PRECISION,common type MAX_SHORT_PRECISION,"Input and Output,0.58"
13573,common,io,Closer,com.google.common.io.Closer,common io Closer,"Software Development and IT Operations,0.49"
